tweet_id,sentiment,content,label,data_type
1956984205,neutral,brothers bloom will not be opening this weekend in el paso. i shall just buy brick and enjoy that until i can watch brothers bloom.,1,train
1956984559,neutral,says i miss plurking. -url-,1,train
1956984864,worry,"bitten to blood by my cat, on my way for a rabies bacterin. seems 7 shots for 2 months. never wash my cats at home again, they hate water",2,train
1956984894,neutral,i miss voobys!,1,train
1956985129,neutral,@men neither are elp!! <-empu <-empp,1,train
1956985535,happiness,"@men dude, that is my favorite sandwich place ever. umm did you take pictures? <-empu",4,train
1956985612,worry,is sad that shin ae got married...and it was not to alex,2,val
1956985758,worry,"@men sure you will tweet about this when you are back, but news is abuzz about tr knight's leaving &quot;confirmed&quot; today. muy triste.",2,train
1956985764,sadness,@men ohh thursday i have exams... all day what about wednesday ?,0,train
1956985973,neutral,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.,1,train
1956986211,sadness,"@men @men i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",0,train
1956986359,worry,"good moorning people... sun is out... definitly spring now, we had our first spring hail storm, my car has dimples now...",2,train
1956986767,sadness,@men i love those 'it'sakey' usb sticks. we only have the 4gb in australia,0,train
1956987381,worry,fresh prince and sleepy sleeps my nightly routine got to go to dmv early tmrw,2,train
1956987828,worry,@men i am jealous of your mom talking to @men. i want to see you all our twittering is making me miss you,2,train
1956987904,worry,i cannot sleep...i keep thinking about the puppy i played with today,2,train
1956987950,worry,... i am supposed to be sleep. but i got some much to do. and i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot; blaahh,2,train
1956988145,neutral,@men what has going on sweetheart?,1,train
1956988218,neutral,"how can it be so freaking difficult to get a system-wide spellchecker? shit, i had settle for an office suite one. stupid unhelpful windows",1,train
1956988223,worry,"last one month due to summer, strawberry is not availble in the chennai markets!",2,train
1956988477,neutral,@men work at 6am. got to go to bed soon,1,train
1956989093,love,@men correct! i adore <-empu him. i just plucked him up and put him under my arm cuz he was cryin. all better now! hahaha,3,train
1956989514,sadness,@men hii i am on my ipod...i cannot fall asleep,0,train
1956989526,sadness,do not want to work 11-830 tomorrow but i get paid,0,train
1956989560,sadness,feels sad coz i was not able to play with the guys!! <-empp -url-,0,train
1956989561,neutral,princecharming,1,train
1956989914,worry,first ever dropped call on my mobile. on a call to @men no less! ( being charged for data even though i have a data pack ),2,train
1956990413,neutral,oh is that time for real?,1,train
1956990568,sadness,darn these allergies! i do not like this time of year because of this! i never used to have this problem either,0,val
1956990729,worry,oh no one minute too late! oh well,2,train
1956991673,sadness,"@men i wanted to come to bz this summer skeptical, annoyed, undecided, uneasy or hesitant not so sure anymore... a teacher's life in the summer sucks <-empu",0,train
1956991723,worry,ahh! big scary bug flying around my room!! <-empp,2,train
1956992030,sadness,"i wish she knew what she puts me through...she stole my heart, never gave it back...and occasionally she likes to be like look what i have!",0,train
1956992144,worry,is up with a nasty cough i cannot be sick i have a huge weekend ahead of me,2,train
1956992349,neutral,@men that was stone cold crazy... ?,1,train
1956993080,neutral,shift time bbye biochem waahh!! <-empp -url-,1,train
1956993206,neutral,@men i am sure some1 will cum out and play. i am workin through til midnight.,1,train
1956994067,neutral,@men i second that. i wish it rained more where i am,1,train
1956995196,sadness,@men early happy day of birth in case i do not make it! very tired from therapy today n just taking my medicine! misshu! love ya!,0,train
1956995505,neutral,damn it we are is eric or anyone else when you need your hair to be played with,1,train
1956995679,neutral,i am feel deflated. ugh. no more dog.,1,train
1956995762,sadness,allergies suck ducks nuts. &lt;=====8@men=====&gt;,0,train
1956995852,neutral,well it almost was a good day... guess i just retry tomorrow,1,train
1956996385,love,@men sounds good. appreciate the suggestion. been a week now and we are still offline time to ask for a refund...,3,train
1956996470,worry,"@men he died. wait, what about magic jack? i just read it.",2,train
1956996730,sadness,wonders why her karma points turned into 0.00. -url-,0,val
1956996765,happiness,"need to pack for cali cali! <-empu cannot waitt! thinking a glass of wine is in order to celebrate my weekend vaca. still work 2morrow, tho.",4,train
1956996776,sadness,is miserable i feel like i am gona cry sux!,0,train
1956997143,neutral,@men well i ran out of beer so i left. not sure about the eta. waiting waiting waiting. bleh going to be a long nite methinks.,1,train
1956997352,worry,$#has @! my nose stud fell out and i cannot find it looks like i shall have to head into amsterdam today and get a new one,2,train
1956997619,neutral,"claire @men love the show, got into the office @ 5am and no radio",1,train
1956998370,love,pats in philly at 2 am. i love it. mmm cheesesteak. miss my boyfriend but i love vacation.,3,train
1956998532,sadness,*sigh* i am going to bed... i just do not feel right anymore...,0,train
1956998538,neutral,what? i focused on tom so much i did not see my beloved barack! oh no! i must vote for both! poor president only has 626 votes.,1,train
1956998698,neutral,@men epicentre wheelock place - tourists only...,1,train
1956998704,sadness,now i am depressed after watching so you think you can dance,0,train
1957000040,sadness,"just cross because i am stuck twiddling my thumbs now, ugh",0,train
1957000077,neutral,miss 16'th,1,train
1957000152,neutral,"@men i know. but like i said, i have no idea how long it takes for them to investigate this stuff.",1,train
1957000290,worry,"i cannot sleep, but i am too sore to move",2,train
1957000314,neutral,@men -url- - awe! i miss my baby,1,train
1957000372,neutral,what is it with chocolates? i just can never say no,1,train
1957000788,worry,achieving a new appreciation on how a xml build script can really be painful and cumbersome,2,train
1957001049,neutral,@men i am too awake now i shall have a nap this afternoon,1,train
1957001370,worry,@men i cannot do anything,2,train
1957001496,neutral,still needs another 6 hours of sleep,1,train
1957001967,neutral,"morning tweeple,way to early again",1,train
1957002082,sadness,"last day working for the uni today, sad times",0,train
1957002773,love,"@men thanks neemah. i am going to be soo close to you and izzy, yet so far",3,train
1957002923,worry,my head hurts so bad i could scream!,2,train
1957003048,worry,i just go up and i am so tired <-empu and my airmatras is broken somewhere and now i am in even more pain,2,train
1957003356,worry,new work wellness challenge not going well. i committed to not check email between 10 pm and 6 am. failed on first day. twice,2,train
1957003440,worry,new blog post: [blog] auto insuran...: i just found that my auto insurance policy had been expired. ( i am too careless ...) ... meanw ...,2,train
1957003715,neutral,"where are all ma bestfriends at ? , mia or wat ?",1,train
1957004184,worry,oh men!! <-empp...i really cannot see my face...c'mon guys!! <-empp,2,train
1957004519,worry,"i am showing my age. renewed my tags last week, went down $20. got my insurance renewal email today, went down $100. i do not want to be old",2,train
1957004606,worry,my sole supporter is not my sole supporter,2,train
1957005165,worry,@men urgh stop it guys,2,train
1957005226,sadness,is still missing her husband. i really want him home.,0,train
1957005279,sadness,i miss my puppy,0,train
1957005713,sadness,@men i have given up on pizza - kids would never let me have my fav (the hot ones),0,train
1957005817,worry,up reading tabloids about other people's lives...thinking what i am going to do with mine when my baby leaves?,2,train
1957006033,sadness,@men yearling in pet home died... very sad for their whole family,0,train
1957006074,neutral,fun in the sun hmm he shall no it is cold,1,train
1957006098,worry,i got a giant splinter stuck up underneath my finger nail today at muppets...it hurt. but i got to go to first aid for the first time!,2,train
1957006245,sadness,"@men we hate change, so of course. we are fans for life. heart oh and if we have not met rob by then something went horribly wrong.",0,train
1957006307,worry,is feeling sad... for some reason... -url-,2,train
1957006547,sadness,well fuck- this new pain med has an odd warning that actually applies to me. i cannot take this. -chan is displeased.,0,train
1957006674,sadness,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,0,train
1957006725,neutral,@men i do not think so. i want details. <-empu,1,train
1957006830,neutral,@men hi...!! <-empp who is mary poppins?? <-empp,1,train
1957006947,worry,"@men it is so addicting, but it is kind of a curse to do them at night time. everytime i do one, i feel like making music afterwards",2,train
1957007167,neutral,my last tweet did not send bad phone,1,train
1957007394,neutral,@men i was watching parental control,1,train
1957007633,sadness,i just saw pics from this past thanksgiving and am sad because grandma was in them.,0,train
1957007981,worry,@men it will not let me,2,train
1957008075,sadness,took a shift tomorrow. i do not really feel like working right now.,0,train
1957008193,sadness,but now i have no money for a phone,0,train
1957008287,worry,spent last night in aande (er). wife tangled wheels with daughter and hit the deck. dislocation and fracture resulted.,2,val
1957008292,worry,@men 9 days i am about ready to visit torchwood and see if they have heard anything,2,train
1957008498,sadness,too bad the red devils... disappointing to say the least,0,train
1957008802,sadness,"@men have a 3ware 9650se, <-empu not fast enough for 3x x25-m <-empu ssd raid5. <-empu 800mhz iop on the hpt. might try an adaptec 5405 (1.2ghz).",0,train
1957009454,worry,"ate mandy, please forgive me. i really am sorry. i do not want to lose my bff",2,train
1957010072,worry,why are plane tickets so expensive,2,train
1957010415,worry,needs a job badly!! <-empu <-empp,2,train
1957011291,sadness,@men daammnn i do wish i was there.,0,train
1957011738,worry,went to di bella coffee roasters today and asked for a job... the person i needed to speak to is on holiday... #has fb,2,train
1957012476,sadness,@men i played up until the latter parts of the voodoo village part co-op until i lost my usual partner,0,train
1957012769,sadness,is a bad friend,0,train
1957013149,neutral,@men happy birthdayy! hope you have an awesome day. did not see you at next last night!,1,train
1957013488,neutral,@men i shall be over in an oir,1,train
1957013697,neutral,@men guess it is a no go girlie. i am still at the gym and work at 6happy face smiley0am,1,train
1957013804,love,@men i missed the game,3,train
1957013885,sadness,"@men no internet last night; er was brill, there was a massive explosion at the end of a nearby gas works er on standby",0,train
1957013896,sadness,@men - still a pity it comes with no lamb though,0,train
1957014267,sadness,@men i am sorry to hear that. here is my optimist: things will get better. for all of us.,0,train
1957014517,neutral,@men a hungry fool. i shall probably never see that krispy kreme again. had to enjoy it. they closing down,1,train
1957014653,neutral,@men airport? and you did not show up tonight homo!,1,train
1957015287,neutral,@men what about me,1,train
1957015475,neutral,"looking for desktop twitter app that will actually let you access urls, any suggestions? i liked twittle but no linking",1,train
1957015719,worry,people in my house do not know how to close doors,2,train
1957016169,neutral,out with @men and @men i am soo hungry,1,train
1957016339,worry,@men i do not like the possibility of the left side of my brain hurting because of the thing called a vp shunt and possible death,2,train
1957016697,sadness,had to cancel wow for now,0,train
1957016818,worry,wants to make a music profile but i do not have money i do not know how to write music i do not know how to play an instrument and no studio,2,train
1957017164,sadness,@men but yeah...i'm sad about my &quot;ravenclaw&quot; account. i love that account to bits.,0,train
1957017177,worry,"it is 1:15 am, and i hear a helicopter flying over my house. that is kind of weird. in other news, my headache is back. boo.",2,train
1957017320,worry,@men oh no i am always here wink or smirk heart,2,train
1957017333,neutral,back from school. ms suhana's last day as our ft ocu was okay. i am playing altnoy <-empu over and over again.,1,train
1957017486,neutral,@ poll : was trying to get it to work in a powerpoint to no avail.,1,train
1957017522,happiness,"took a math test today. the day before the test, the teacher says bring your calculator. luke was confident. teacher decided no calcs.",4,val
1957017595,happiness,"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i did not get to go",4,train
1957017610,neutral,"@men yeah, it is terrible cockatoos are the hardest to live with, so emotional. good thing he found you, though!! <-empp",1,train
1957018061,sadness,up late with nothin 2 do...,0,train
1957018162,worry,i think the vog is making me sicker than i think. feeling slightly achy,2,train
1957019034,worry,i am doing homework it sux big time maths is the worst!! <-empp,2,train
1957019121,neutral,"@men would have been better, imo, if it let you play through all 3 songs provided. i just start to &quot;get it&quot; and it blacks out.",1,train
1957019458,neutral,#has 3wordsaftersex it never started...,1,train
1957019556,sadness,sometimes i wish things could go back to the way they we are the beginning of last summer,0,train
1957019715,worry,"i downloaded the new twitterfon update thinking they we are fixing the typing problem for new tweets, but no, they did not",2,train
1957020180,sadness,"@men i feel the same way, but i guess no matter where you are there will always be memes.",0,train
1957020385,happiness,"i can`t do 30 minutes of treadmill but done 30 minutes for today already, going to do 20 minutes more",4,train
1957020390,worry,i am soo confused,2,train
1957020593,neutral,"with friends like vaiko,nedumaran, ltte did not need enemies. wrong advice at wrong time led to numerous deaths and a lost because as well",1,train
1957020624,worry,"work day 7 of 7,",2,train
1957020702,happiness,chillin with the roomies. cannot wait for the zombie clwn cr. it is going to be 6-8 weeks,4,train
1957020861,neutral,"i loove guitars, and playing them. i think they sound magnificent. if only i was better... if only",1,train
1957021039,worry,"@men no refunds but they do retrieve accounts, takes like a week. just hoping the thief does not use hacks or then it is permaban",2,train
1957021224,neutral,@men no i am not cries lol,1,train
1957021305,sadness,cute malay girl came to seemy room for rent - sadly think it was for her guyfreind bit misleading and disappointing lol,0,train
1957021631,neutral,come on knight... it is been well over 4 hours,1,train
1957022610,worry,not super keen on the drive home through the rain... additional concentration required that i do not really want to deal with,2,train
1957023133,worry,"no transport for church will not be making it, i am crushed. oh well, more ti ame for assignments i suppose. my throat really hurts ...",2,train
1957023842,neutral,twittascope is not rocking my socks - go away already!! <-empp,1,train
1957023917,neutral,driving back home because i forgot the piece of cake for @men,1,train
1957024334,worry,@men so i tried jumping without the trampoline and it is like thud* thud* should not have eaten that cookie. -url-,2,train
1957025428,sadness,"everytime i send an email to my coach, i feel a need to practice. shitty balls. lol",0,train
1957026475,sadness,it is pissing me off and not letting me follow ericka,0,train
1957027495,sadness,is going to sleep not peaceful wanted to hear him say good night but that did not happen good night everyone...,0,train
1957027630,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,0,train
1957027687,neutral,@men i was so close to the tacos...one spot too late,1,train
1957028775,worry,i have forgot the live with the jonas brothers on facebook,2,train
1957028895,sadness,i have not seen muffin in two whole days!,0,train
1957029111,sadness,@men i shall miss you all back... give @men my regards...,0,train
1957029641,worry,"i have to admit, i am a bit bummed out that i was not with my friends walking today...",2,train
1957029899,neutral,@men girl a blunt is soo in my thoughts right now. i had an absolutly great <-empu day with a few stressors...come home,1,train
1957030196,worry,my twitter has been hacked again,2,train
1957030545,sadness,just found mj mouse flats at djs. of course there are none left in my size,0,train
1957030596,neutral,@men i will not have time to buy and i need a new binder pa,1,train
1957030793,neutral,25-man ulduar is hard...,1,val
1957031520,worry,"@men i do not even want to know why you know about vhemt, <-empu but do not go - we had miss you",2,train
1957032014,neutral,night night twitter world. [still cannot believe the thomas thing tomorrow's gunna be fun/sad] <-empu,1,train
1957032051,neutral,@men this is happening to me too,1,train
1957032127,neutral,"@men bored now because i was talking to someone but now they are busy with something else just kinda a bummer, idk",1,train
1957032228,sadness,@men i knoww things will not be the samee &lt;/3,0,train
1957032539,worry,"omg-ness it is 11:18 pm and i need to beup early to set up my garage sale it starts a 8am, wish i said 9am. i am beat.",2,train
1957033043,happiness,@men i kno i doo!! <-empp you all partyin with out me,4,val
1957033103,worry,"okay, so twitter suddenly changed, how do i respond to messages now",2,train
1957033219,neutral,ugh... my dad just told me to read an article about kavya shivashankar the spellin bee girl...and be more like her.,1,train
1957033558,worry,decided that no matter how good my hair looks curly it does not justify the burn i get from the curler! my hands covered i suck at it!,2,train
1957033776,sadness,going to sleep. going to fall asleep playing apps again. tmrw is going to suck,0,train
1957033815,neutral,@men yea i got to <-empu be up at 7happy face smiley0,1,train
1957033901,worry,sprained my ankle like really badly and tore some stuffs. it hurts! and it is my birthday weekend,2,train
1957034202,sadness,i cannot believe the metal gear solid song was stolen i am so disappointed -url-,0,train
1957034434,neutral,"not one sale done today at work. explored balconies in the big theater w coworkers. a fun day, but void of chili fries and tips",1,train
1957034566,sadness,@men i wish i had left 4 dead. but first i had need something to play it on...,0,train
1957034940,neutral,@men me too,1,train
1957034983,neutral,@men that story reminds of living in portugal,1,train
1957035419,neutral,"@men you are diabetic? so is my dad. and i might be too, not sure. are you still allowed to eat sugar throughout the day?",1,train
1957035564,happiness,i spilled my beer all over my leg. wasted half my beer. home now. i met a cute girl. good conversation.,4,train
1957036183,neutral,@men i shall make him nachos tomorrow. better than if he would have made them himself.,1,train
1957037405,neutral,@men yeahh. &amp;dont judge my pillow,1,train
1957038324,sadness,my teeth and head hurts,0,train
1957038398,sadness,i hate rob zombie movies. and the smell of weed. vomm.,0,train
1957038477,worry,hope i get a job cuz we need an apartment. i am drunk and miss my lil punkin tehe!! <-empu <-empp,2,train
1957038763,worry,just got home! not wanting to read the last chaper of breaking dawn because i do not want it to beover,2,train
1957038970,worry,i need to be held... gnite.,2,train
1957039203,worry,"hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. dang car accidents",2,train
1957039456,sadness,no more arrested development. i am sad.,0,train
1957039841,neutral,"@men wicked , what time you leaving? how come you cannot stay the night",1,train
1957039894,sadness,omg i keep losing followers this is so sad i want 90 one day...thats my goal wink or smirk,0,train
1957039922,sadness,i feel so deflated. no more doggy.,0,train
1957039947,worry,@men i want to see her hair how has everyone?,2,train
1957040172,sadness,"i just had to empty my trash on the mac. that was one of the most difficult <-empu things i have ever done in my life. 8,00 pictures are gone. <-empu",0,train
1957040395,sadness,i am contacting paws philippines so i can find &quot;tiger&quot; a new owner. i am so sad. i love my dog soo much,0,train
1957040988,sadness,just got home! not wanting to read the last chaper of breaking dawn because i do not want it to be over,0,train
1957041569,worry,aww... pray for the arroyo family everyone!,2,train
1957041648,neutral,@men there has a manual process... but it is taking 4ever on my outlook database... pff. crappy msft product,1,train
1957041745,sadness,fuudge. movie store is closed,0,train
1957041767,sadness,alo is so sad and quiet and empty tonight,0,train
1957041856,worry,@men you never answered your dm i sent you... i need your info...,2,train
1957042008,worry,am trying to get through the pilot of the first season of friday night lights. oh gosh pass the tissue...,2,train
1957042316,sadness,@men aw where are you headed to? i just cancelled my trip to aussie,0,train
1957042474,worry,i have cystic lacrimal infectection?? <-empp my eye and face are swollen and it hurts!! <-empp,2,val
1957042509,worry,@men i did not think anyone caught that,2,train
1957042799,neutral,oh nevermind <-empu i think <-empu this thing <-empu is unsalvageable <-empu,1,train
1957042862,neutral,"lyin in bed, up faar too early",1,train
1957043226,sadness,sad that christian lacroix had to file bankruptcy,0,train
1957043241,sadness,i do not feel good at all. fuckk,0,train
1957044680,worry,looks like i shall never go to the zoo,2,train
1957044694,worry,@men ohh poor girl i shall email her... i am relying on you being here in october mr!! <-empp,2,train
1957044783,neutral,when will medhurst play again?,1,train
1957044789,worry,@men bad times?,2,train
1957045395,sadness,have to go to the dreaded dmv tomorrow,0,train
1957045641,neutral,@men i am a bit ben's thai-ed out,1,train
1957045692,happiness,english class! working on interactive orals,4,train
1957045940,worry,@men thank you for the rec but that does not work,2,train
1957046053,neutral,@men i am sorry. excited for tomorrow night? karaoke!! <-empp getting anything special for bday?,1,train
1957046090,worry,my puppy gizmo h8s me... haha. he still growls @ me. i always look back @ my long pruple scar on my fingie,2,train
1957046631,worry,i do not know how i am about to work out tomorrow wit my body dis sore ugh,2,train
1957046815,neutral,in 7-11 w/o you,1,train
1957047408,neutral,"@men yeah, plus it is just a little too far to walk to pinocchio's for sushi",1,train
1957047569,worry,i am feeling this pressure in my head that always kicks in just before a nasty headache. i am not looking forward to this.,2,train
1957047571,sadness,taylor swift and joe jonas looked really good together. i am kinda sad they broke up.,0,train
1957047787,worry,i am suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.,2,train
1957047828,worry,"lady across the way had a miscarriage, say a prayer",2,train
1957048027,sadness,god i just want to sleep.,0,train
1957048870,worry,i feel so deflated. no more doggy.,2,train
1957049167,sadness,found my book. starting a real paper-bound journal tonight. have an annoying zit above my lip. makes me look like i have herpes,0,train
1957050684,worry,is feeling bad just got bad news about my mum,2,train
1957050747,sadness,@men but but i dun want to,0,val
1957050890,sadness,@men damn girl i am so down but ya got to let me know so i can get my kit together and i got a flyer any next weekend? i&quot;m down! <-empu,0,train
1957051517,sadness,"@men dbl boo for being sick, flippin blows! ... bahaha i kno i do not have many friends on here either. i feel so lame haha",0,train
1957052167,neutral,@men that is what i was thinking but the only time it is going to be on is 1 am!,1,train
1957052211,neutral,"peeps still here. fun times. got to sleep tho. work in the a.m. some cool, hot chicks here. but none as cool as __. missing her",1,train
1957052409,worry,do not feel like working i think i tweet this too often!,2,train
1957052932,sadness,feels sick to my stomach and idkk whyy,0,train
1957053170,worry,vineri...nimic special sau probabil un alt weekend pierdut...,2,train
1957053247,neutral,counting the hours of lost sunshine until the weekend,1,train
1957053566,sadness,"@men um, i was thrown from @men's van yesterday and had to be taken to the er",0,train
1957055178,worry,"got to final table, but...went out third. do not think i shall be getting my free seat",2,train
1957055396,neutral,good morning work this morning gutted lol nevermind,1,train
1957055981,happiness,fb is boring and i want to sing right <-empu now...! <-empu *-*,4,train
1957056027,sadness,@men the link does not work,0,train
1957056041,neutral,@men hahaha i do not know anyone or anything about it except they have powers lol... i live in my own bubble,1,train
1957056896,worry,the humpalow um ya i think so... cell is dying,2,train
1957057026,worry,last day at work...sick to the bone,2,train
1957057469,worry,i feel like i am on house arrest.,2,train
1957057586,neutral,"love is like a war,, <-emppeasy to begin, hard to end...fiuuhh...",1,train
1957058219,worry,@men did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? it is very sad,2,train
1957058504,happiness,@men must... have... new music... i will not sleep until you give us chapter 1... i might die first though... hurry!,4,train
1957059348,sadness,my stupid tooth hurts,0,train
1957059587,love,@men: love the song &quot;together&quot;. that is &quot;his&quot; song for me...well i think it is still is,3,train
1957059671,neutral,ready to go @ school,1,train
1957059917,sadness,@men my computers broken and i broke my laptop so i had to use the phone ahh still on he because they fucked up my order.,0,train
1957060283,neutral,@men it is good is not it! our holiday chalet is out of sight but look v similar to those ones. going home again today,1,train
1957060439,worry,it is a sad economy. just heard of another friend losing their job. so sad. but just a reminder that...,2,val
1957061418,worry,@men i am just starting to feel really panicky and anxious that something bad has happened cos it seems like it is been ages,2,train
1957061527,worry,my dog ran awayy,2,train
1957062262,worry,"i am back. top molar extracted swollen face, all numb. but no more toothache or sinus pain.",2,train
1957062676,worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea hellpp,2,train
1957062698,love,i want to go to peru this summer ahh! hopefully! yesyesyes! i miss it over there!! <-empp,3,train
1957062827,sadness,i am awake. anybody else awake? wish i lived in the us since all the fun happens when i am asleep!,0,train
1957063845,sadness,@men heehee. i love you! i am tired.,0,train
1957064177,worry,my mobile phone refuses to charge!! <-empp either the battery is broken or the chargerr ( boo,2,val
1957064253,worry,@men oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,2,train
1957064566,worry,"@men hmm, i thought u we are sleeping!! <-empp too bad i cannot see those videos until tomorrow night.",2,train
1957064575,sadness,"morning everyone sorry for going early last night had bad news, felt totally crap today is a new day",0,train
1957064908,sadness,"how i wish my parents put me into a chinese school when i was younger. then, it shall be so much easier for me to get a job...",0,train
1957065963,neutral,@men airport? and you did not show up tonight homo!,1,train
1957066120,worry,@men jealous it looks like schindler's list in toronto,2,train
1957067386,neutral,@men what?! come as you are!! <-empp but erock just left bah sadness,1,train
1957067988,sadness,@men being in your room makes me sad.,0,train
1957068229,worry,"nearly fell asleep, but was jolted out of bed by a massive panic attack and now i am not sure if i can sleep at all.",2,train
1957068585,neutral,for the gays i only made 200 tonight,1,train
1957068880,sadness,@men oh f*ck! i completely forgot about thirsty thursday! oh. my. gaga. this sucks,0,train
1957069453,sadness,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in! shit!",0,train
